Varenavn,Årsforbrug,Pris,Ordreomkostning,Rentesats,Kategori,Leverandør,Lagerlokation,Varenummer,Enhed,Minimumslagerbeholdning,Leveringstid (dage),Status
Vare-0423,3805,10836,132,4,Møbel,OfficeSupply A/S,Tilbehør Zone 81,SKU-0423,Sæt,571,10,Aktiv
Vare-0424,2661,1459,363,4.7,IT Hardware,Lenovo Denmark,Hylde B2-52,SKU-0424,Stk,399,10,Aktiv
Vare-0425,3870,5562,273,4.2,Electronics,Dell Danmark A/S,Hylde A1-59,SKU-0425,Sæt,580,2,Aktiv
Vare-0426,3249,1846,443,4.8,Tools,ASUS Denmark,Hylde B1-45,SKU-0426,Pakke,487,2,Aktiv
Vare-0427,1814,13052,211,3.7,Ergonomi,Lenovo Denmark,Tilbehør Zone 19,SKU-0427,Stk,272,7,Fase Ud
Vare-0428,726,1187,404,3.6,Møbel,Samsung Electronics,Hylde A2-20,SKU-0428,Sæt,109,11,Aktiv
Vare-0429,1705,7103,95,5,Kontorartikler,OfficeSupply A/S,IT-Lager Zone 25,SKU-0429,Kasse,256,8,Aktiv
Vare-0430,4668,10304,104,5.5,Møbel,HP Inc Danmark,Lager Zone 82,SKU-0430,Rulle,700,8,Aktiv
Vare-0431,1027,8420,308,3.8,Warehouse,Samsung Electronics,IT-Lager Zone 21,SKU-0431,Stk,154,3,Aktiv
Vare-0432,4632,10738,311,3.7,Kabler,Apple Denmark,Hylde B1-66,SKU-0432,Kasse,695,13,Aktiv
Vare-0433,3939,10025,262,4.9,Kabler,HP Inc Danmark,Hylde B2-58,SKU-0433,Æske,591,12,Aktiv
Vare-0434,4283,4950,289,4,Ergonomi,Dell Danmark A/S,Warehouse-27,SKU-0434,Rulle,642,8,Aktiv
Vare-0435,4429,13716,127,6,Ergonomi,Apple Denmark,Hylde B2-82,SKU-0435,Sæt,664,4,Aktiv
Vare-0436,4317,5006,429,3.7,IT Hardware,Apple Denmark,Hylde B1-79,SKU-0436,Stk,648,12,Aktiv
Vare-0437,504,120,399,3.7,Tools,CableWorld ApS,Warehouse-73,SKU-0437,Stk,76,2,Fase Ud
Vare-0438,1700,12216,296,4.5,IT Hardware,Lenovo Denmark,Hylde A2-11,SKU-0438,Sæt,255,13,Aktiv
Vare-0439,762,653,440,4.1,Belysning,Samsung Electronics,Warehouse-34,SKU-0439,Rulle,114,12,Aktiv
Vare-0440,1797,499,211,4.8,Warehouse,ASUS Denmark,Hylde B1-1,SKU-0440,Pakke,270,11,Aktiv
Vare-0441,3196,11054,137,5.4,Belysning,Logitech Nordic,Warehouse-63,SKU-0441,Sæt,479,9,Aktiv
Vare-0442,3312,2770,331,3.5,Møbel,ErgoShop ApS,Warehouse-71,SKU-0442,Kasse,497,1,Aktiv
Vare-0443,3939,3034,422,5.8,Belysning,Logitech Nordic,Hylde A2-35,SKU-0443,Kasse,591,9,Aktiv
Vare-0444,4924,14050,234,4.7,Møbel,Dell Danmark A/S,Tilbehør Zone 94,SKU-0444,Stk,739,13,Aktiv
Vare-0445,2248,7341,97,3.9,Electronics,Lenovo Denmark,Hylde B2-50,SKU-0445,Æske,337,10,Aktiv
Vare-0446,1918,9358,373,4.6,Ergonomi,ASUS Denmark,Hylde B2-91,SKU-0446,Rulle,288,2,Aktiv
Vare-0447,1627,12180,353,3.7,Tools,Samsung Electronics,IT-Lager Zone 17,SKU-0447,Æske,244,9,Aktiv
Vare-0448,2944,7291,469,5.8,Kontorartikler,Lenovo Denmark,Tilbehør Zone 91,SKU-0448,Rulle,442,4,Fase Ud
Vare-0449,4834,9961,171,3.8,Tools,Samsung Electronics,Hylde B2-75,SKU-0449,Stk,725,13,Aktiv
Vare-0450,2446,8887,287,4.3,IT Hardware,CableWorld ApS,Lager Zone 54,SKU-0450,Stk,367,3,Fase Ud
Vare-0451,3806,9114,430,4,Møbel,ErgoShop ApS,Hylde B1-31,SKU-0451,Kasse,571,10,Fase Ud
Vare-0452,1719,9052,94,4.8,Warehouse,Logitech Nordic,IT-Lager Zone 90,SKU-0452,Rulle,258,8,Aktiv
Vare-0453,1916,7447,456,5.6,Kabler,OfficeSupply A/S,Lager Zone 57,SKU-0453,Pakke,287,9,Fase Ud
Vare-0454,232,3820,354,6,Electronics,Logitech Nordic,Hylde B1-40,SKU-0454,Rulle,35,3,Aktiv
Vare-0455,3694,12887,313,5.3,Kontorartikler,OfficeSupply A/S,Hylde A2-69,SKU-0455,Æske,554,3,Aktiv
Vare-0456,2887,11974,374,4.1,Tilbehør,Samsung Electronics,Tilbehør Zone 77,SKU-0456,Rulle,433,1,Aktiv
Vare-0457,3608,6368,175,5,Ergonomi,Samsung Electronics,IT-Lager Zone 3,SKU-0457,Pakke,541,3,Fase Ud
Vare-0458,3546,14156,496,4.4,Møbel,Dell Danmark A/S,IT-Lager Zone 76,SKU-0458,Rulle,532,11,Aktiv
Vare-0459,1584,1267,216,6,Møbel,OfficeSupply A/S,Hylde A2-27,SKU-0459,Pakke,238,13,Aktiv
Vare-0460,3593,12390,184,4,Møbel,ErgoShop ApS,Warehouse-67,SKU-0460,Æske,539,2,Aktiv
Vare-0461,393,4220,357,4.6,Møbel,HP Inc Danmark,Hylde A2-86,SKU-0461,Kasse,59,6,Aktiv
Vare-0462,4083,691,402,6,Belysning,Dell Danmark A/S,Tilbehør Zone 33,SKU-0462,Pakke,612,1,Aktiv
Vare-0463,4625,11906,464,3.9,Warehouse,OfficeSupply A/S,Hylde A2-36,SKU-0463,Stk,694,12,Aktiv
Vare-0464,3508,8775,458,5.5,Kabler,OfficeSupply A/S,Hylde B1-72,SKU-0464,Sæt,526,3,Fase Ud
Vare-0465,4505,12184,341,5.1,Belysning,CableWorld ApS,Hylde B2-12,SKU-0465,Pakke,676,8,Fase Ud
Vare-0466,3794,1001,179,5.3,Kabler,OfficeSupply A/S,Tilbehør Zone 44,SKU-0466,Kasse,569,5,Fase Ud
Vare-0467,3106,5199,473,5.9,IT Hardware,OfficeSupply A/S,Hylde B2-79,SKU-0467,Kasse,466,10,Aktiv
Vare-0468,361,11063,432,4.3,Warehouse,Samsung Electronics,IT-Lager Zone 4,SKU-0468,Sæt,54,13,Aktiv
Vare-0469,3687,9429,232,5.3,Kontorartikler,Dell Danmark A/S,Hylde A1-42,SKU-0469,Kasse,553,3,Aktiv
Vare-0470,723,3464,410,4,Kabler,Apple Denmark,Lager Zone 94,SKU-0470,Stk,108,8,Aktiv
Vare-0471,4711,14957,312,3.6,Belysning,Lenovo Denmark,Lager Zone 15,SKU-0471,Sæt,707,8,Aktiv
Vare-0472,3332,7809,331,6,Tilbehør,Logitech Nordic,Hylde A1-85,SKU-0472,Pakke,500,9,Aktiv
Vare-0473,3138,7996,232,6,Møbel,Dell Danmark A/S,Lager Zone 45,SKU-0473,Kasse,471,4,Aktiv
Vare-0474,115,3469,272,3.9,IT Hardware,OfficeSupply A/S,Lager Zone 76,SKU-0474,Sæt,17,5,Aktiv
Vare-0475,2364,6444,336,4.2,Kabler,Dell Danmark A/S,Hylde B2-16,SKU-0475,Pakke,355,4,Fase Ud
Vare-0476,3934,1892,195,4.2,Warehouse,Dell Danmark A/S,Hylde A1-17,SKU-0476,Rulle,590,11,Fase Ud
Vare-0477,3684,598,115,4.3,Tools,HP Inc Danmark,Hylde B2-37,SKU-0477,Æske,553,13,Aktiv
Vare-0478,2473,9983,178,5,Electronics,Lenovo Denmark,Warehouse-53,SKU-0478,Stk,371,13,Aktiv
Vare-0479,2879,14363,431,5.1,Warehouse,OfficeSupply A/S,Hylde B2-18,SKU-0479,Sæt,432,1,Aktiv
Vare-0480,878,6431,279,4.3,Tools,Lenovo Denmark,Hylde B2-88,SKU-0480,Stk,132,6,Fase Ud
Vare-0481,2083,264,235,4.4,Møbel,CableWorld ApS,IT-Lager Zone 45,SKU-0481,Stk,312,2,Aktiv
Vare-0482,826,5794,423,4.7,Electronics,Lenovo Denmark,Hylde A2-2,SKU-0482,Sæt,124,12,Aktiv
Vare-0483,4421,8669,232,5.8,Kontorartikler,Apple Denmark,Lager Zone 3,SKU-0483,Æske,663,7,Aktiv
Vare-0484,766,8881,252,5.9,Belysning,Dell Danmark A/S,Hylde B1-17,SKU-0484,Kasse,115,6,Fase Ud
Vare-0485,2695,6924,294,4.9,Electronics,OfficeSupply A/S,Hylde B1-88,SKU-0485,Æske,404,10,Fase Ud
Vare-0486,3148,2285,414,4.9,Ergonomi,OfficeSupply A/S,Hylde B2-50,SKU-0486,Rulle,472,10,Aktiv
Vare-0487,2436,13931,291,5.1,Ergonomi,CableWorld ApS,Hylde B2-4,SKU-0487,Æske,365,12,Aktiv
Vare-0488,3377,1609,307,4.6,Møbel,Lenovo Denmark,Hylde B1-46,SKU-0488,Æske,507,13,Aktiv
Vare-0489,3715,354,358,3.6,Ergonomi,ErgoShop ApS,Hylde A1-95,SKU-0489,Rulle,557,13,Aktiv
Vare-0490,295,4589,345,5.4,Tools,Samsung Electronics,Hylde A2-16,SKU-0490,Stk,44,5,Fase Ud
Vare-0491,3594,4440,152,5.3,Tilbehør,CableWorld ApS,Hylde A2-7,SKU-0491,Stk,539,6,Aktiv
Vare-0492,1675,10885,149,4.2,Møbel,OfficeSupply A/S,Hylde A2-73,SKU-0492,Æske,251,5,Aktiv
Vare-0493,4656,5831,176,5.9,Ergonomi,HP Inc Danmark,Hylde A2-3,SKU-0493,Rulle,698,12,Fase Ud
Vare-0494,606,13049,427,5.9,Warehouse,Samsung Electronics,Hylde B1-98,SKU-0494,Rulle,91,5,Aktiv
Vare-0495,115,14315,259,5.3,Belysning,Logitech Nordic,Warehouse-86,SKU-0495,Pakke,17,6,Aktiv
Vare-0496,975,461,352,4,Belysning,HP Inc Danmark,Hylde B2-57,SKU-0496,Kasse,146,13,Aktiv
Vare-0497,2271,2317,498,3.8,Møbel,OfficeSupply A/S,Hylde A2-35,SKU-0497,Sæt,341,9,Aktiv
Vare-0498,241,5929,197,3.5,Belysning,Samsung Electronics,IT-Lager Zone 12,SKU-0498,Stk,36,7,Fase Ud
Vare-0499,710,3310,344,4.2,Warehouse,Dell Danmark A/S,Hylde A2-67,SKU-0499,Stk,106,10,Aktiv
Vare-0500,3380,6991,81,3.8,Møbel,CableWorld ApS,Hylde B1-34,SKU-0500,Pakke,507,6,Aktiv
Vare-0501,4644,390,435,4.7,Electronics,Samsung Electronics,Lager Zone 96,SKU-0501,Rulle,697,10,Aktiv
Vare-0502,3027,11209,87,4.4,Tilbehør,Apple Denmark,Hylde A2-28,SKU-0502,Kasse,454,9,Aktiv
Vare-0503,3205,2340,486,3.7,Kabler,Dell Danmark A/S,Hylde A1-10,SKU-0503,Kasse,481,4,Aktiv
Vare-0504,1544,2287,403,5.4,Ergonomi,Dell Danmark A/S,Tilbehør Zone 23,SKU-0504,Rulle,232,10,Fase Ud
Vare-0505,3861,4629,304,3.7,Kontorartikler,HP Inc Danmark,Hylde A2-64,SKU-0505,Pakke,579,10,Aktiv
Vare-0506,1894,654,330,3.6,IT Hardware,Apple Denmark,Hylde B2-46,SKU-0506,Rulle,284,9,Aktiv
Vare-0507,3487,7053,311,3.8,Ergonomi,Logitech Nordic,Lager Zone 92,SKU-0507,Stk,523,2,Fase Ud
Vare-0508,2722,90,221,4.5,Kabler,CableWorld ApS,Hylde A2-43,SKU-0508,Pakke,408,9,Aktiv
Vare-0509,3910,12635,134,5.6,Ergonomi,Samsung Electronics,IT-Lager Zone 22,SKU-0509,Stk,586,10,Aktiv
Vare-0510,730,6243,339,4.8,Electronics,Dell Danmark A/S,Warehouse-21,SKU-0510,Sæt,110,10,Aktiv
Vare-0511,2517,12696,478,4.5,IT Hardware,Dell Danmark A/S,Hylde A1-69,SKU-0511,Sæt,378,1,Aktiv
Vare-0512,2169,7515,480,4.4,IT Hardware,ErgoShop ApS,Hylde B1-54,SKU-0512,Rulle,325,9,Aktiv
Vare-0513,2936,11864,447,4.8,Warehouse,ErgoShop ApS,Hylde A1-6,SKU-0513,Stk,440,13,Aktiv
Vare-0514,4342,9863,395,4.6,Ergonomi,Logitech Nordic,Tilbehør Zone 78,SKU-0514,Pakke,651,13,Aktiv
Vare-0515,1129,9231,432,5.8,IT Hardware,CableWorld ApS,IT-Lager Zone 85,SKU-0515,Rulle,169,13,Aktiv
Vare-0516,2866,113,424,4.4,Kabler,Logitech Nordic,Lager Zone 47,SKU-0516,Rulle,430,10,Fase Ud
Vare-0517,2655,6454,467,3.6,Kabler,CableWorld ApS,IT-Lager Zone 56,SKU-0517,Kasse,398,7,Aktiv
Vare-0518,4778,1081,272,5.5,Kontorartikler,ASUS Denmark,Warehouse-61,SKU-0518,Æske,717,5,Fase Ud
Vare-0519,3956,11177,104,5.4,Electronics,Samsung Electronics,IT-Lager Zone 80,SKU-0519,Pakke,593,1,Aktiv
Vare-0520,3060,7376,402,5.6,Ergonomi,Logitech Nordic,Lager Zone 81,SKU-0520,Pakke,459,7,Fase Ud
Vare-0521,137,11540,143,5.4,Warehouse,Logitech Nordic,Hylde A2-74,SKU-0521,Æske,21,11,Fase Ud
Vare-0522,4510,13854,268,5,Kontorartikler,Logitech Nordic,Hylde A1-23,SKU-0522,Stk,676,4,Aktiv
Vare-0523,3941,12244,194,5.6,Warehouse,Samsung Electronics,Lager Zone 97,SKU-0523,Kasse,591,2,Aktiv
Vare-0524,3773,12480,385,4.8,Tools,CableWorld ApS,Hylde B2-60,SKU-0524,Rulle,566,13,Aktiv
Vare-0525,518,7074,351,4.2,Belysning,ASUS Denmark,Hylde B2-1,SKU-0525,Stk,78,1,Aktiv
Vare-0526,3911,6679,253,6.1,Kontorartikler,CableWorld ApS,Hylde A1-24,SKU-0526,Rulle,587,3,Aktiv
Vare-0527,2746,4841,419,5.4,Warehouse,Lenovo Denmark,Hylde A1-81,SKU-0527,Pakke,412,11,Aktiv
Vare-0528,3826,1292,377,4.9,Belysning,HP Inc Danmark,Hylde A1-88,SKU-0528,Pakke,574,12,Aktiv
Vare-0529,258,40,124,5.5,Ergonomi,HP Inc Danmark,Hylde A2-80,SKU-0529,Kasse,39,6,Aktiv
Vare-0530,3302,7356,127,5.3,Warehouse,Logitech Nordic,Warehouse-28,SKU-0530,Pakke,495,11,Aktiv
Vare-0531,738,10903,286,5.9,Møbel,Samsung Electronics,Hylde A1-70,SKU-0531,Kasse,111,3,Aktiv
Vare-0532,4136,14113,427,5.5,Møbel,OfficeSupply A/S,IT-Lager Zone 31,SKU-0532,Stk,620,10,Fase Ud
Vare-0533,3405,1553,88,5.4,Electronics,HP Inc Danmark,Tilbehør Zone 22,SKU-0533,Sæt,511,11,Aktiv
Vare-0534,124,7497,258,4.1,Tilbehør,Samsung Electronics,Tilbehør Zone 59,SKU-0534,Rulle,19,13,Aktiv
Vare-0535,1988,3192,266,3.9,Kontorartikler,ASUS Denmark,IT-Lager Zone 89,SKU-0535,Pakke,298,5,Aktiv
Vare-0536,1242,7336,337,4.7,Tools,CableWorld ApS,Hylde B2-86,SKU-0536,Rulle,186,7,Aktiv
Vare-0537,2989,624,109,5.1,Belysning,CableWorld ApS,Tilbehør Zone 41,SKU-0537,Pakke,448,9,Aktiv
Vare-0538,3903,14988,435,5.4,IT Hardware,Samsung Electronics,Hylde A2-65,SKU-0538,Stk,585,13,Fase Ud
Vare-0539,2228,8659,80,5.5,Møbel,Lenovo Denmark,Hylde A2-77,SKU-0539,Stk,334,5,Aktiv
Vare-0540,3575,4912,434,4.9,Electronics,HP Inc Danmark,Hylde A1-55,SKU-0540,Rulle,536,13,Aktiv
Vare-0541,4100,5445,422,5.9,IT Hardware,Dell Danmark A/S,Warehouse-16,SKU-0541,Pakke,615,13,Fase Ud
Vare-0542,3454,12999,377,3.6,Warehouse,OfficeSupply A/S,IT-Lager Zone 94,SKU-0542,Æske,518,5,Aktiv
Vare-0543,1588,10031,109,4.6,Ergonomi,Lenovo Denmark,IT-Lager Zone 90,SKU-0543,Stk,238,1,Aktiv
Vare-0544,115,13289,238,5.8,Kabler,CableWorld ApS,Hylde B1-11,SKU-0544,Æske,17,10,Fase Ud
Vare-0545,4266,8055,100,6,Kontorartikler,HP Inc Danmark,Hylde B1-71,SKU-0545,Sæt,640,7,Aktiv
Vare-0546,884,164,459,5.3,Møbel,Dell Danmark A/S,Lager Zone 23,SKU-0546,Kasse,133,7,Fase Ud
Vare-0547,1250,13871,194,4.7,Ergonomi,Dell Danmark A/S,Hylde B2-13,SKU-0547,Kasse,188,1,Aktiv
Vare-0548,3594,4429,384,5.4,Tilbehør,ErgoShop ApS,IT-Lager Zone 53,SKU-0548,Stk,539,6,Fase Ud
Vare-0549,3490,854,256,4.5,Belysning,ErgoShop ApS,Tilbehør Zone 38,SKU-0549,Æske,524,12,Aktiv
Vare-0550,2362,14632,92,5.1,Kontorartikler,ASUS Denmark,IT-Lager Zone 38,SKU-0550,Rulle,354,5,Aktiv
Vare-0551,166,740,494,4.4,IT Hardware,HP Inc Danmark,Hylde A1-75,SKU-0551,Kasse,25,3,Aktiv
Vare-0552,616,10874,492,3.5,Kabler,Apple Denmark,Hylde A2-24,SKU-0552,Stk,92,7,Aktiv
Vare-0553,3246,12807,389,3.7,Tools,Logitech Nordic,Hylde B2-46,SKU-0553,Pakke,487,12,Aktiv
Vare-0554,563,5059,215,3.7,Belysning,OfficeSupply A/S,Hylde B2-87,SKU-0554,Rulle,84,13,Fase Ud
Vare-0555,2320,7832,397,4.8,Belysning,ErgoShop ApS,Lager Zone 5,SKU-0555,Æske,348,9,Aktiv
Vare-0556,189,10136,308,4.4,Kabler,HP Inc Danmark,Hylde A2-70,SKU-0556,Rulle,28,10,Aktiv
Vare-0557,1824,248,490,4.7,Electronics,CableWorld ApS,Hylde A1-12,SKU-0557,Pakke,274,4,Aktiv
Vare-0558,1520,9311,123,5.4,Ergonomi,CableWorld ApS,IT-Lager Zone 11,SKU-0558,Æske,228,8,Fase Ud
Vare-0559,2979,12957,90,5.3,Kontorartikler,Lenovo Denmark,Tilbehør Zone 98,SKU-0559,Stk,447,8,Fase Ud
Vare-0560,122,11365,174,6,Warehouse,OfficeSupply A/S,Hylde A2-29,SKU-0560,Sæt,18,11,Aktiv
Vare-0561,4886,11853,138,5.9,Kontorartikler,OfficeSupply A/S,IT-Lager Zone 7,SKU-0561,Kasse,733,13,Aktiv
Vare-0562,1974,14625,412,4.6,Warehouse,Dell Danmark A/S,Warehouse-52,SKU-0562,Rulle,296,2,Aktiv
Vare-0563,773,5410,116,4.1,Tools,CableWorld ApS,IT-Lager Zone 93,SKU-0563,Sæt,116,4,Aktiv
Vare-0564,1428,7166,409,4.8,Warehouse,Dell Danmark A/S,Hylde B1-33,SKU-0564,Kasse,214,11,Fase Ud
Vare-0565,4026,902,326,5.9,Electronics,ASUS Denmark,Lager Zone 1,SKU-0565,Rulle,604,2,Aktiv
Vare-0566,3078,3663,212,3.7,Kontorartikler,HP Inc Danmark,Hylde B1-64,SKU-0566,Stk,462,5,Aktiv
Vare-0567,4671,4590,494,4.5,Ergonomi,ErgoShop ApS,Lager Zone 28,SKU-0567,Rulle,701,1,Aktiv
Vare-0568,3117,606,423,5.3,Tools,ErgoShop ApS,Hylde A2-25,SKU-0568,Pakke,468,1,Aktiv
Vare-0569,1142,12378,303,6.1,Electronics,HP Inc Danmark,Lager Zone 4,SKU-0569,Rulle,171,8,Aktiv
Vare-0570,3140,6982,324,4.4,Electronics,Lenovo Denmark,Hylde A2-14,SKU-0570,Rulle,471,1,Aktiv
Vare-0571,3176,7267,315,4.5,Møbel,HP Inc Danmark,Tilbehør Zone 28,SKU-0571,Sæt,476,7,Aktiv
Vare-0572,3465,6432,114,3.6,Belysning,OfficeSupply A/S,Hylde A1-16,SKU-0572,Sæt,520,13,Aktiv
Vare-0573,3887,3167,167,3.5,Electronics,Dell Danmark A/S,Lager Zone 57,SKU-0573,Kasse,583,2,Fase Ud
Vare-0574,341,3544,172,4.4,Ergonomi,OfficeSupply A/S,Hylde A2-82,SKU-0574,Pakke,51,5,Aktiv
Vare-0575,1029,4063,483,5.1,Tools,CableWorld ApS,Hylde A1-4,SKU-0575,Sæt,154,13,Aktiv
Vare-0576,1142,11451,128,3.8,Kabler,ErgoShop ApS,Hylde A2-44,SKU-0576,Rulle,171,11,Aktiv
Vare-0577,2301,7324,267,3.7,Tools,Logitech Nordic,Hylde B1-7,SKU-0577,Æske,345,13,Aktiv
Vare-0578,2445,14112,130,3.8,Tilbehør,HP Inc Danmark,Lager Zone 8,SKU-0578,Stk,367,9,Aktiv
Vare-0579,1476,13546,443,5,Møbel,Dell Danmark A/S,Hylde B1-13,SKU-0579,Æske,221,2,Aktiv
Vare-0580,2558,5875,411,5.8,Tools,CableWorld ApS,Hylde B1-64,SKU-0580,Kasse,384,2,Aktiv
Vare-0581,3949,13123,134,5.7,IT Hardware,Dell Danmark A/S,Hylde A1-70,SKU-0581,Æske,592,9,Aktiv
Vare-0582,3020,12259,284,3.8,Tools,CableWorld ApS,Hylde A2-17,SKU-0582,Pakke,453,4,Aktiv
Vare-0583,3344,10779,402,4.1,Tilbehør,Apple Denmark,IT-Lager Zone 35,SKU-0583,Kasse,502,13,Aktiv
Vare-0584,2997,12941,361,5.4,Kontorartikler,Dell Danmark A/S,Hylde A2-76,SKU-0584,Rulle,450,13,Aktiv
Vare-0585,3624,7547,171,3.6,Tilbehør,ErgoShop ApS,Tilbehør Zone 8,SKU-0585,Rulle,544,4,Fase Ud
Vare-0586,1009,14172,363,4.1,Ergonomi,CableWorld ApS,Hylde A2-74,SKU-0586,Stk,151,7,Fase Ud
Vare-0587,709,10199,80,4.7,Warehouse,ASUS Denmark,IT-Lager Zone 50,SKU-0587,Rulle,106,12,Aktiv
Vare-0588,4074,2605,119,3.9,IT Hardware,ErgoShop ApS,Hylde A2-80,SKU-0588,Pakke,611,6,Aktiv
Vare-0589,729,13311,86,6.1,Tilbehør,Apple Denmark,Warehouse-36,SKU-0589,Stk,109,6,Aktiv
Vare-0590,4500,8119,417,5.7,Kabler,CableWorld ApS,Tilbehør Zone 42,SKU-0590,Rulle,675,7,Fase Ud
Vare-0591,133,1084,126,4.1,Tools,Lenovo Denmark,Hylde A1-45,SKU-0591,Stk,20,1,Aktiv
Vare-0592,3297,13237,355,5.3,Warehouse,Lenovo Denmark,Lager Zone 32,SKU-0592,Kasse,495,11,Aktiv
Vare-0593,1872,12794,170,5.5,Møbel,Apple Denmark,Warehouse-60,SKU-0593,Æske,281,10,Aktiv
Vare-0594,1892,14218,328,3.7,Tilbehør,Samsung Electronics,Lager Zone 83,SKU-0594,Kasse,284,13,Fase Ud
Vare-0595,2086,4731,448,5.9,Kabler,HP Inc Danmark,Hylde A2-27,SKU-0595,Rulle,313,9,Fase Ud
Vare-0596,1753,10340,88,3.8,Møbel,Dell Danmark A/S,IT-Lager Zone 57,SKU-0596,Sæt,263,8,Aktiv
Vare-0597,4667,7154,372,3.7,Electronics,Dell Danmark A/S,Warehouse-32,SKU-0597,Kasse,700,13,Fase Ud
Vare-0598,2154,3547,484,4.6,Tilbehør,ErgoShop ApS,Hylde B1-51,SKU-0598,Rulle,323,3,Aktiv
Vare-0599,1772,13019,229,4.2,Kabler,Logitech Nordic,Hylde A1-81,SKU-0599,Sæt,266,3,Aktiv
Vare-0600,2281,9121,348,4.3,Tilbehør,Samsung Electronics,IT-Lager Zone 63,SKU-0600,Sæt,342,6,Aktiv
Vare-0601,2821,5437,99,6,IT Hardware,ASUS Denmark,Hylde A1-85,SKU-0601,Pakke,423,9,Aktiv
Vare-0602,4949,12430,270,4.9,Electronics,OfficeSupply A/S,Warehouse-2,SKU-0602,Rulle,742,10,Aktiv
Vare-0603,389,3994,100,5.4,Tools,OfficeSupply A/S,Hylde A1-79,SKU-0603,Stk,58,11,Aktiv
Vare-0604,3744,11856,161,4.4,Kabler,OfficeSupply A/S,Tilbehør Zone 42,SKU-0604,Pakke,562,10,Aktiv
Vare-0605,4637,12035,84,5.1,Warehouse,ErgoShop ApS,Tilbehør Zone 85,SKU-0605,Sæt,696,6,Fase Ud
Vare-0606,409,8830,228,4.3,Møbel,ASUS Denmark,Hylde B1-13,SKU-0606,Kasse,61,13,Aktiv
Vare-0607,2169,5217,244,3.9,IT Hardware,OfficeSupply A/S,Hylde B2-79,SKU-0607,Kasse,325,3,Aktiv
Vare-0608,4041,3108,205,6.1,Tilbehør,Lenovo Denmark,Hylde A2-85,SKU-0608,Rulle,606,3,Fase Ud
Vare-0609,4170,757,349,5.8,Warehouse,Samsung Electronics,Hylde A2-6,SKU-0609,Æske,626,7,Aktiv
Vare-0610,4875,3545,117,4.2,Warehouse,Dell Danmark A/S,Lager Zone 98,SKU-0610,Rulle,731,13,Aktiv
Vare-0611,1338,7849,222,4.8,Electronics,Dell Danmark A/S,Hylde A1-20,SKU-0611,Stk,201,11,Aktiv
Vare-0612,1757,1245,380,5.9,Electronics,ErgoShop ApS,Hylde B1-98,SKU-0612,Kasse,264,11,Fase Ud
Vare-0613,1568,10322,354,5.5,Warehouse,CableWorld ApS,Hylde A1-1,SKU-0613,Pakke,235,6,Aktiv
Vare-0614,4866,14985,343,6,Belysning,Lenovo Denmark,Hylde A1-39,SKU-0614,Kasse,730,12,Aktiv
Vare-0615,3943,10248,321,6.1,Kabler,Apple Denmark,Tilbehør Zone 3,SKU-0615,Pakke,591,3,Fase Ud
Vare-0616,3941,1509,218,5.1,Tilbehør,CableWorld ApS,Tilbehør Zone 35,SKU-0616,Æske,591,5,Aktiv
Vare-0617,1390,8893,436,5.6,Belysning,Dell Danmark A/S,Warehouse-14,SKU-0617,Sæt,208,3,Aktiv
Vare-0618,2572,815,146,4.5,IT Hardware,Samsung Electronics,Hylde A2-64,SKU-0618,Sæt,386,7,Aktiv
Vare-0619,683,14948,439,6.1,Tools,Dell Danmark A/S,Tilbehør Zone 22,SKU-0619,Stk,102,5,Aktiv
Vare-0620,2378,10149,185,5.1,Møbel,Apple Denmark,Hylde B1-49,SKU-0620,Sæt,357,12,Aktiv
Vare-0621,2809,2158,188,3.7,Electronics,Samsung Electronics,Hylde B1-11,SKU-0621,Kasse,421,6,Aktiv
Vare-0622,1302,14047,249,4.3,Tilbehør,Logitech Nordic,Hylde A1-66,SKU-0622,Sæt,195,9,Aktiv
Vare-0623,1937,1380,327,4,Ergonomi,Samsung Electronics,Hylde B1-83,SKU-0623,Pakke,291,12,Aktiv
Vare-0624,2350,14823,228,3.7,Ergonomi,OfficeSupply A/S,Hylde B2-66,SKU-0624,Sæt,352,7,Aktiv
Vare-0625,917,9273,463,5.2,IT Hardware,OfficeSupply A/S,Hylde B1-70,SKU-0625,Kasse,138,11,Fase Ud
Vare-0626,4968,11690,491,3.6,Warehouse,ErgoShop ApS,Hylde A2-91,SKU-0626,Stk,745,1,Fase Ud
Vare-0627,3249,14732,369,5.3,Tools,Samsung Electronics,Hylde B1-37,SKU-0627,Stk,487,6,Aktiv
Vare-0628,3372,5902,130,3.6,Kontorartikler,OfficeSupply A/S,Lager Zone 42,SKU-0628,Æske,506,9,Aktiv
Vare-0629,3244,14632,409,4.5,Kabler,Samsung Electronics,Tilbehør Zone 23,SKU-0629,Rulle,487,8,Aktiv
Vare-0630,1040,11651,247,4.8,Tilbehør,Logitech Nordic,Hylde B2-6,SKU-0630,Pakke,156,4,Aktiv
Vare-0631,3787,3180,433,4.8,Tilbehør,OfficeSupply A/S,Hylde B2-29,SKU-0631,Rulle,568,6,Aktiv
Vare-0632,998,6568,423,5.4,Ergonomi,Dell Danmark A/S,Tilbehør Zone 41,SKU-0632,Rulle,150,11,Aktiv
Vare-0633,1058,9767,383,5.3,Warehouse,ASUS Denmark,Hylde A2-95,SKU-0633,Kasse,159,2,Aktiv
